arg_line_id,arg_instance_id,arg_ref_id,arg_ref_name,argument_text,email_id,created_at,speaker_name,speaker_email,speaker_role,topic_id,topic_side,reasoning_name,sophism_name,sophism_category,fact_ref_id,fact_veracity_pct,relevance,reasoning_credibility,impact_score,impact_direction,hidden_topic_hint,hidden_topic_confidence,strength,needs_review,notes
ARG-L-0000224,ARGI-22c3196bb2,ARREF-e372ac9b3c,(argument),,2024:48,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000225,ARGI-22c3196bb2,ARREF-e372ac9b3c,(argument),,2024:48,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000226,ARGI-22c3196bb2,ARREF-e372ac9b3c,(argument),,2024:48,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000227,ARGI-22c3196bb2,ARREF-e372ac9b3c,(argument),,2024:48,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000228,ARGI-22c3196bb2,ARREF-e372ac9b3c,(argument),,2024:48,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000229,ARGI-22c3196bb2,ARREF-e372ac9b3c,(argument),,2024:48,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000230,ARGI-22c3196bb2,ARREF-e372ac9b3c,(argument),,2024:48,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000231,ARGI-b0100a3c36,ARREF-e372ac9b3c,(argument),,2024:50,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000232,ARGI-b0100a3c36,ARREF-e372ac9b3c,(argument),,2024:50,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000233,ARGI-b0100a3c36,ARREF-e372ac9b3c,(argument),,2024:50,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000234,ARGI-b0100a3c36,ARREF-e372ac9b3c,(argument),,2024:50,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000235,ARGI-b0100a3c36,ARREF-e372ac9b3c,(argument),,2024:50,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000236,ARGI-b0100a3c36,ARREF-e372ac9b3c,(argument),,2024:50,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000237,ARGI-b0100a3c36,ARREF-e372ac9b3c,(argument),,2024:50,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000238,ARGI-b0100a3c36,ARREF-e372ac9b3c,(argument),,2024:50,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000239,ARGI-b0100a3c36,ARREF-e372ac9b3c,(argument),,2024:50,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000240,ARGI-b0100a3c36,ARREF-e372ac9b3c,(argument),,2024:50,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000241,ARGI-b0100a3c36,ARREF-e372ac9b3c,(argument),,2024:50,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000242,ARGI-b0100a3c36,ARREF-e372ac9b3c,(argument),,2024:50,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000243,ARGI-340d9545c3,ARREF-e372ac9b3c,(argument),,2024:51,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000244,ARGI-340d9545c3,ARREF-e372ac9b3c,(argument),,2024:51,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000245,ARGI-340d9545c3,ARREF-e372ac9b3c,(argument),,2024:51,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000246,ARGI-340d9545c3,ARREF-e372ac9b3c,(argument),,2024:51,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000247,ARGI-340d9545c3,ARREF-e372ac9b3c,(argument),,2024:51,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000248,ARGI-340d9545c3,ARREF-e372ac9b3c,(argument),,2024:51,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000249,ARGI-340d9545c3,ARREF-e372ac9b3c,(argument),,2024:51,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000250,ARGI-340d9545c3,ARREF-e372ac9b3c,(argument),,2024:51,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000251,ARGI-340d9545c3,ARREF-e372ac9b3c,(argument),,2024:51,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000252,ARGI-340d9545c3,ARREF-e372ac9b3c,(argument),,2024:51,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000253,ARGI-55d33b9cd8,ARREF-e372ac9b3c,(argument),,2024:52,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000254,ARGI-55d33b9cd8,ARREF-e372ac9b3c,(argument),,2024:52,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000255,ARGI-55d33b9cd8,ARREF-e372ac9b3c,(argument),,2024:52,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000256,ARGI-55d33b9cd8,ARREF-e372ac9b3c,(argument),,2024:52,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000257,ARGI-55d33b9cd8,ARREF-e372ac9b3c,(argument),,2024:52,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000258,ARGI-55d33b9cd8,ARREF-e372ac9b3c,(argument),,2024:52,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000259,ARGI-55d33b9cd8,ARREF-e372ac9b3c,(argument),,2024:52,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000260,ARGI-55d33b9cd8,ARREF-e372ac9b3c,(argument),,2024:52,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000261,ARGI-55d33b9cd8,ARREF-e372ac9b3c,(argument),,2024:52,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000262,ARGI-01d85b4c9c,ARREF-e372ac9b3c,(argument),,2024:53,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000263,ARGI-01d85b4c9c,ARREF-e372ac9b3c,(argument),,2024:53,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000264,ARGI-01d85b4c9c,ARREF-e372ac9b3c,(argument),,2024:53,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000265,ARGI-01d85b4c9c,ARREF-e372ac9b3c,(argument),,2024:53,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000266,ARGI-01d85b4c9c,ARREF-e372ac9b3c,(argument),,2024:53,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000267,ARGI-01d85b4c9c,ARREF-e372ac9b3c,(argument),,2024:53,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000268,ARGI-01d85b4c9c,ARREF-e372ac9b3c,(argument),,2024:53,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000269,ARGI-01d85b4c9c,ARREF-e372ac9b3c,(argument),,2024:53,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000270,ARGI-01d85b4c9c,ARREF-e372ac9b3c,(argument),,2024:53,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000271,ARGI-01d85b4c9c,ARREF-e372ac9b3c,(argument),,2024:53,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000272,ARGI-01d85b4c9c,ARREF-e372ac9b3c,(argument),,2024:53,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000273,ARGI-52bb04eedb,ARREF-e372ac9b3c,(argument),,2024:54,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000274,ARGI-52bb04eedb,ARREF-e372ac9b3c,(argument),,2024:54,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000275,ARGI-52bb04eedb,ARREF-e372ac9b3c,(argument),,2024:54,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000276,ARGI-52bb04eedb,ARREF-e372ac9b3c,(argument),,2024:54,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000277,ARGI-52bb04eedb,ARREF-e372ac9b3c,(argument),,2024:54,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000278,ARGI-52bb04eedb,ARREF-e372ac9b3c,(argument),,2024:54,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000279,ARGI-52bb04eedb,ARREF-e372ac9b3c,(argument),,2024:54,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000280,ARGI-be946a6b20,ARREF-e372ac9b3c,(argument),,2024:56,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000281,ARGI-be946a6b20,ARREF-e372ac9b3c,(argument),,2024:56,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000282,ARGI-be946a6b20,ARREF-e372ac9b3c,(argument),,2024:56,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000283,ARGI-be946a6b20,ARREF-e372ac9b3c,(argument),,2024:56,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000284,ARGI-be946a6b20,ARREF-e372ac9b3c,(argument),,2024:56,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000285,ARGI-be946a6b20,ARREF-e372ac9b3c,(argument),,2024:56,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000286,ARGI-be946a6b20,ARREF-e372ac9b3c,(argument),,2024:56,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000287,ARGI-be946a6b20,ARREF-e372ac9b3c,(argument),,2024:56,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000288,ARGI-be946a6b20,ARREF-e372ac9b3c,(argument),,2024:56,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000289,ARGI-376a4c8e46,ARREF-e372ac9b3c,(argument),,2024:57,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000290,ARGI-376a4c8e46,ARREF-e372ac9b3c,(argument),,2024:57,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000291,ARGI-7883160db9,ARREF-e372ac9b3c,(argument),,2024:63,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000292,ARGI-7883160db9,ARREF-e372ac9b3c,(argument),,2024:63,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000293,ARGI-7883160db9,ARREF-e372ac9b3c,(argument),,2024:63,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000294,ARGI-7883160db9,ARREF-e372ac9b3c,(argument),,2024:63,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000295,ARGI-7883160db9,ARREF-e372ac9b3c,(argument),,2024:63,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000296,ARGI-7883160db9,ARREF-e372ac9b3c,(argument),,2024:63,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000297,ARGI-7883160db9,ARREF-e372ac9b3c,(argument),,2024:63,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000298,ARGI-7883160db9,ARREF-e372ac9b3c,(argument),,2024:63,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000299,ARGI-7883160db9,ARREF-e372ac9b3c,(argument),,2024:63,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000300,ARGI-7883160db9,ARREF-e372ac9b3c,(argument),,2024:63,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000301,ARGI-7883160db9,ARREF-e372ac9b3c,(argument),,2024:63,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000302,ARGI-7883160db9,ARREF-e372ac9b3c,(argument),,2024:63,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000303,ARGI-7883160db9,ARREF-e372ac9b3c,(argument),,2024:63,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000304,ARGI-7883160db9,ARREF-e372ac9b3c,(argument),,2024:63,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000305,ARGI-7883160db9,ARREF-e372ac9b3c,(argument),,2024:63,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000306,ARGI-b61824f086,ARREF-e372ac9b3c,(argument),,2024:65,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000307,ARGI-b61824f086,ARREF-e372ac9b3c,(argument),,2024:65,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000308,ARGI-b61824f086,ARREF-e372ac9b3c,(argument),,2024:65,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000309,ARGI-b61824f086,ARREF-e372ac9b3c,(argument),,2024:65,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000310,ARGI-b61824f086,ARREF-e372ac9b3c,(argument),,2024:65,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000311,ARGI-b61824f086,ARREF-e372ac9b3c,(argument),,2024:65,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000312,ARGI-b61824f086,ARREF-e372ac9b3c,(argument),,2024:65,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000313,ARGI-cd4b58a308,ARREF-e372ac9b3c,(argument),,2024:70,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000314,ARGI-cd4b58a308,ARREF-e372ac9b3c,(argument),,2024:70,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000315,ARGI-cd4b58a308,ARREF-e372ac9b3c,(argument),,2024:70,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000316,ARGI-cd4b58a308,ARREF-e372ac9b3c,(argument),,2024:70,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000317,ARGI-cd4b58a308,ARREF-e372ac9b3c,(argument),,2024:70,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000318,ARGI-cd4b58a308,ARREF-e372ac9b3c,(argument),,2024:70,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000319,ARGI-cd4b58a308,ARREF-e372ac9b3c,(argument),,2024:70,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000320,ARGI-cd4b58a308,ARREF-e372ac9b3c,(argument),,2024:70,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000321,ARGI-e2c407c8bb,ARREF-e372ac9b3c,(argument),,2024:71,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000322,ARGI-e2c407c8bb,ARREF-e372ac9b3c,(argument),,2024:71,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000323,ARGI-e2c407c8bb,ARREF-e372ac9b3c,(argument),,2024:71,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000324,ARGI-e2c407c8bb,ARREF-e372ac9b3c,(argument),,2024:71,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000325,ARGI-e2c407c8bb,ARREF-e372ac9b3c,(argument),,2024:71,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000326,ARGI-e2c407c8bb,ARREF-e372ac9b3c,(argument),,2024:71,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000327,ARGI-e2c407c8bb,ARREF-e372ac9b3c,(argument),,2024:71,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000328,ARGI-e2c407c8bb,ARREF-e372ac9b3c,(argument),,2024:71,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000329,ARGI-e2c407c8bb,ARREF-e372ac9b3c,(argument),,2024:71,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000330,ARGI-e2c407c8bb,ARREF-e372ac9b3c,(argument),,2024:71,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000331,ARGI-e2c407c8bb,ARREF-e372ac9b3c,(argument),,2024:71,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000332,ARGI-e2c407c8bb,ARREF-e372ac9b3c,(argument),,2024:71,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000333,ARGI-e2c407c8bb,ARREF-e372ac9b3c,(argument),,2024:71,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000334,ARGI-e2c407c8bb,ARREF-e372ac9b3c,(argument),,2024:71,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000335,ARGI-e2c407c8bb,ARREF-e372ac9b3c,(argument),,2024:71,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
